order_id,order_date,ship_date,customer_id,product_id,quantity,unit_price,discount_pct,region,state,channel
O301009,2025-07-27,2025-08-02,C10033,P20019,3,334.38,0.1,Southwest,CO,Online
O301010,2024-10-01,2024-10-02,C10140,P20000,6,230.29,0.05,Southwest,UT,Online
O301011,2025-10-28,2025-11-03,C10306,P20146,3,267.66,0.05,Northeast,NJ,Online
O301012,2023-05-15,2023-05-18,C10319,P20148,3,332.78,0.0,Southwest,UT,Online
O301013,2023-04-07,2023-04-12,C10352,P20015,10,192.16,0.0,Northeast,CT,Online
O301014,2024-12-27,2024-12-29,C10376,P20050,6,376.58,0.0,South,NC,Online
O301015,2023-09-02,2023-09-04,C10349,P20058,4,514.87,0.05,West,NV,In-Store
O301016,2025-12-13,2025-12-15,C10369,P20076,4,112.89,0.0,West,OR,Online
O301017,2024-11-26,2024-11-28,C10124,P20030,8,164.25,0.15,South,FL,Online
O301018,2025-11-25,2025-11-27,C10217,P20064,7,279.7,0.0,South,TN,Online
O301019,2025-01-21,2025-01-25,C10125,P20101,8,526.25,0.15,Northeast,NY,Online
O301020,2025-08-01,2025-08-06,C10422,P20193,7,439.82,0.05,Northeast,NY,Online
O301021,2024-08-29,2024-09-01,C10497,P20134,7,778.96,0.0,Northeast,CT,In-Store
O301022,2025-10-17,2025-10-20,C10207,P20089,5,208.98,0.0,Northeast,PA,In-Store
O301023,2023-06-10,2023-06-13,C10030,P20106,9,768.41,0.2,Northeast,NY,In-Store
O301024,2024-03-27,2024-04-01,C10028,P20178,4,224.97,0.0,Southwest,AZ,In-Store
O301025,2025-03-22,2025-03-25,C10480,P20141,4,452.57,0.0,West,CA,Online
O301026,2025-01-09,2025-01-10,C10004,P20050,1,362.32,0.0,South,NC,Online
O301027,2025-02-08,2025-02-10,C10239,P20065,6,355.18,0.05,Southwest,AZ,Online
O301028,2025-05-20,2025-05-26,C10417,P20086,4,485.42,0.1,South,TX,In-Store
O301029,2024-11-02,2024-11-09,C10393,P20046,1,171.54,0.0,South,FL,In-Store
O301030,2023-12-06,2023-12-07,C10497,P20014,10,258.75,0.05,Northeast,CT,Online
O301031,2023-02-17,2023-02-24,C10423,P20016,3,486.96,0.05,Midwest,MI,Online
O301032,2023-02-23,2023-03-01,C10240,P20057,1,623.65,0.0,South,GA,Online
O301033,2023-12-27,2024-01-02,C10057,P20077,8,512.18,0.0,South,GA,Online
O301034,2023-10-19,2023-10-24,C10369,P20056,5,719.07,0.15,West,OR,Online
O301035,2023-06-13,2023-06-20,C10085,P20129,4,814.43,0.05,Northeast,MA,Online
O301036,2025-08-01,2025-08-04,C10139,P20065,4,343.96,0.15,Northeast,MA,In-Store
O301037,2025-11-11,2025-11-14,C10169,P20159,2,67.81,0.1,Midwest,WI,Online
O301038,2025-10-30,2025-11-06,C10313,P20145,2,319.09,0.15,South,TX,Partner
O301039,2025-12-09,2025-12-15,C10085,P20024,9,222.23,0.15,Northeast,MA,Online
O301040,2025-01-08,2025-01-11,C10273,P20069,9,717.24,0.1,West,OR,Online
O301041,2023-07-22,2023-07-28,C10466,P20101,5,498.47,0.05,Northeast,PA,Online
O301042,2025-05-07,2025-05-08,C10468,P20000,8,240.27,0.0,South,TX,Online
O301043,2023-09-08,2023-09-09,C10184,P20025,3,97.01,0.0,Southwest,AZ,Online
O301044,2023-08-18,2023-08-22,C10112,P20132,6,342.42,0.15,South,TX,Online
O301045,2023-11-11,2023-11-15,C10180,P20111,10,184.69,0.05,Northeast,CT,In-Store
O301046,2024-10-20,2024-10-26,C10482,P20096,9,565.76,0.0,Southwest,CO,Online
O301047,2025-10-27,2025-11-01,C10099,P20059,2,477.07,0.05,Southwest,CO,In-Store
O301048,2023-06-06,2023-06-12,C10366,P20055,7,476.19,0.0,Southwest,CO,Online
O301049,2024-11-28,2024-11-30,C10011,P20133,2,548.34,0.0,Northeast,NJ,In-Store
O301050,2025-06-11,2025-06-17,C10446,P20098,6,390.27,0.0,Northeast,CT,Online
O301051,2025-09-08,2025-09-12,C10481,P20020,10,473.33,0.1,Northeast,NY,Online
O301052,2024-12-24,2024-12-31,C10246,P20174,9,296.5,0.05,Midwest,IN,Partner
O301053,2023-04-13,2023-04-16,C10242,P20169,9,170.25,0.0,West,CA,Online
O301054,2023-08-07,2023-08-09,C10375,P20135,7,100.58,0.15,Midwest,MI,Online
O301055,2023-01-29,2023-02-04,C10151,P20063,8,501.16,0.05,Midwest,IL,In-Store
O301056,2023-06-12,2023-06-17,C10146,P20146,4,286.35,0.05,Midwest,OH,Online
O301057,2023-01-03,2023-01-08,C10457,P20195,3,287.03,0.1,Midwest,WI,Online
O301058,2024-12-18,2024-12-20,C10173,P20174,6,300.4,0.0,Midwest,WI,Online
O301059,2024-06-17,2024-06-23,C10149,P20013,4,450.96,0.2,South,NC,In-Store
O301060,2025-01-26,2025-01-29,C10355,P20031,2,195.44,0.0,South,TN,In-Store
O301061,2024-04-15,2024-04-16,C10019,P20049,5,100.09,0.1,Midwest,MI,Online
O301062,2024-10-13,2024-10-19,C10317,P20162,9,435.97,0.0,South,FL,In-Store
O301063,2025-12-06,2025-12-09,C10218,P20152,6,88.31,0.0,Midwest,WI,In-Store
O301064,2025-04-04,2025-04-09,C10000,P20194,8,776.83,0.05,West,NV,Online
O301065,2025-02-16,2025-02-20,C10166,P20157,9,18.48,0.0,Midwest,IN,Online
O301066,2024-04-27,2024-05-04,C10078,P20021,4,171.21,0.0,West,NV,Online
O301067,2025-12-09,2025-12-10,C10488,P20199,5,193.82,0.0,West,WA,Online
O301068,2023-04-16,2023-04-20,C10232,P20188,8,243.51,0.2,Northeast,MA,Partner
O301069,2023-08-19,2023-08-24,C10162,P20193,7,427.59,0.05,Midwest,MI,Online
O301070,2025-09-02,2025-09-09,C10074,P20077,3,546.23,0.0,Midwest,OH,Online
O301071,2023-03-13,2023-03-14,C10104,P20082,3,73.14,0.0,South,FL,In-Store
O301072,2025-07-01,2025-07-05,C10424,P20003,4,508.11,0.0,Northeast,NJ,Online
O301073,2025-03-30,2025-03-31,C10258,P20057,8,601.28,0.0,Midwest,IL,Online
O301074,2023-07-31,2023-08-05,C10090,P20032,4,434.44,0.0,South,TX,Partner
O301075,2025-03-07,2025-03-14,C10251,P20014,2,272.45,0.05,Northeast,PA,Online
O301076,2024-01-03,2024-01-09,C10349,P20114,4,27.35,0.1,West,NV,Online
O301077,2025-10-30,2025-10-31,C10337,P20127,4,173.05,0.05,South,GA,In-Store
O301078,2025-10-13,2025-10-18,C10335,P20127,10,183.32,0.1,Midwest,IN,Online
O301079,2024-04-04,2024-04-07,C10235,P20185,6,69.77,0.1,West,WA,Online
O301080,2023-11-24,2023-11-26,C10058,P20039,4,186.04,0.05,West,CA,In-Store
O301081,2023-10-08,2023-10-15,C10172,P20149,3,171.98,0.0,South,FL,Online
O301082,2025-01-20,2025-01-25,C10194,P20060,6,809.43,0.2,Midwest,IL,In-Store
O301083,2023-08-24,2023-08-30,C10359,P20051,3,572.75,0.0,South,GA,In-Store
O301084,2023-12-02,2023-12-04,C10456,P20099,10,327.15,0.05,Midwest,IL,Partner
O301085,2023-08-10,2023-08-12,C10299,P20010,4,629.61,0.05,Midwest,IN,In-Store
O301086,2023-08-01,2023-08-02,C10286,P20138,10,523.91,0.05,South,FL,Online
O301087,2024-03-05,2024-03-11,C10024,P20049,3,111.14,0.05,Northeast,CT,Online
O301088,2023-05-05,2023-05-12,C10486,P20022,10,701.4,0.05,South,TN,In-Store
O301089,2025-01-01,2025-01-08,C10348,P20064,9,269.13,0.15,Southwest,AZ,Partner
O301090,2025-03-05,2025-03-10,C10448,P20146,8,274.77,0.0,South,TN,Online
O301091,2025-12-10,2025-12-16,C10018,P20087,3,54.86,0.0,Midwest,OH,Online
O301092,2025-01-05,2025-01-08,C10477,P20139,9,539.51,0.0,Northeast,MA,Partner
O301093,2025-01-01,2025-01-07,C10329,P20169,7,175.35,0.0,Midwest,IL,In-Store
O301094,2023-05-16,2023-05-19,C10313,P20145,8,314.1,0.1,South,TX,Online
O301095,2025-10-05,2025-10-07,C10350,P20165,3,24.83,0.05,Northeast,MA,Online
O301096,2024-04-22,2024-04-27,C10156,P20093,2,385.06,0.15,West,CA,In-Store
O301097,2025-09-05,2025-09-06,C10230,P20170,2,266.45,0.05,Northeast,NJ,In-Store
O301098,2025-09-01,2025-09-02,C10238,P20003,1,512.73,0.0,Southwest,CO,Partner
O301099,2023-07-03,2023-07-07,C10462,P20066,2,200.34,0.0,Southwest,UT,Online
O301100,2023-05-23,2023-05-24,C10287,P20074,9,101.01,0.05,South,NC,Online
O301101,2025-04-19,2025-04-24,C10056,P20155,3,475.36,0.05,Northeast,NJ,Online
O301102,2025-04-01,2025-04-07,C10327,P20118,5,156.82,0.2,West,NV,Partner
O301103,2023-08-02,2023-08-07,C10412,P20165,8,25.69,0.0,Midwest,IN,Online
O301104,2025-02-23,2025-03-01,C10011,P20108,9,355.71,0.0,Northeast,NJ,In-Store
O301105,2025-10-10,2025-10-16,C10244,P20168,4,293.3,0.05,Northeast,NY,Online
O301106,2024-09-26,2024-09-27,C10237,P20175,7,21.57,0.15,Midwest,OH,Online
O301107,2023-10-01,2023-10-08,C10344,P20005,8,126.09,0.0,Midwest,MI,Online
O301108,2025-05-18,2025-05-21,C10405,P20180,9,793.13,0.0,West,WA,Online
O301109,2025-02-10,2025-02-12,C10032,P20012,4,276.31,0.0,South,FL,In-Store
O301110,2024-05-11,2024-05-16,C10258,P20069,5,694.86,0.2,Midwest,IL,In-Store
O301111,2023-12-13,2023-12-16,C10190,P20142,1,405.18,0.0,Northeast,NJ,Online
O301112,2023-04-13,2023-04-20,C10439,P20029,8,440.13,0.0,West,CA,Online
O301113,2023-03-11,2023-03-17,C10111,P20149,10,173.01,0.0,Midwest,WI,In-Store
O301114,2024-12-17,2024-12-23,C10035,P20195,8,262.75,0.05,Southwest,UT,Online
O301115,2024-10-02,2024-10-04,C10208,P20122,3,326.83,0.1,Southwest,CO,Online
O301116,2024-03-22,2024-03-28,C10052,P20038,5,259.89,0.05,West,OR,Online
O301117,2025-06-30,2025-07-02,C10152,P20076,6,115.08,0.0,Southwest,CO,Online
O301118,2025-02-12,2025-02-19,C10072,P20058,5,503.23,0.0,Northeast,NY,Online
O301119,2025-05-21,2025-05-22,C10377,P20000,7,221.86,0.15,West,WA,Online
O301120,2025-02-07,2025-02-14,C10211,P20029,5,436.32,0.05,West,OR,Partner
O301121,2023-05-11,2023-05-14,C10383,P20106,8,786.87,0.0,Southwest,CO,Online
O301122,2023-10-26,2023-10-28,C10399,P20042,9,458.21,0.05,Midwest,OH,In-Store
O301123,2025-07-04,2025-07-07,C10381,P20095,5,109.21,0.0,Northeast,CT,In-Store
O301124,2025-07-08,2025-07-11,C10144,P20172,6,444.16,0.2,Northeast,MA,In-Store
O301125,2024-04-15,2024-04-20,C10332,P20061,6,465.16,0.0,Southwest,UT,Online
O301126,2024-04-03,2024-04-04,C10363,P20037,1,618.89,0.1,South,GA,Partner
O301127,2025-05-21,2025-05-25,C10360,P20103,6,624.38,0.05,Northeast,NJ,In-Store
O301128,2025-12-05,2025-12-11,C10377,P20104,3,513.0,0.15,West,WA,In-Store
O301129,2025-01-20,2025-01-21,C10424,P20179,6,47.37,0.0,Northeast,NJ,Online
O301130,2024-12-18,2024-12-25,C10173,P20168,10,287.02,0.0,Midwest,WI,Online
O301131,2025-07-11,2025-07-15,C10256,P20065,7,361.77,0.0,West,CA,In-Store
O301132,2024-09-05,2024-09-07,C10445,P20191,6,238.77,0.0,South,TN,Online
O301133,2025-08-24,2025-08-28,C10186,P20164,7,533.45,0.1,Northeast,PA,Online
O301134,2024-03-23,2024-03-30,C10174,P20101,2,561.51,0.0,South,TX,Online
O301135,2024-03-27,2024-04-03,C10386,P20083,9,153.26,0.0,West,OR,In-Store
O301136,2023-12-26,2024-01-01,C10167,P20022,10,666.15,0.0,Midwest,WI,Partner
O301137,2023-08-05,2023-08-09,C10152,P20100,1,410.66,0.15,Southwest,CO,In-Store
O301138,2023-02-07,2023-02-14,C10214,P20008,5,162.55,0.1,Southwest,AZ,In-Store
O301139,2024-07-05,2024-07-06,C10465,P20033,4,493.5,0.05,Northeast,NY,Online
O301140,2023-09-08,2023-09-14,C10476,P20094,9,564.91,0.0,Midwest,OH,Online
O301141,2025-05-18,2025-05-22,C10367,P20171,5,363.94,0.1,West,OR,Online
O301142,2024-09-21,2024-09-27,C10200,P20122,8,331.17,0.1,Northeast,PA,Partner
O301143,2023-03-11,2023-03-14,C10417,P20001,8,396.36,0.0,South,TX,Partner
O301144,2023-01-05,2023-01-12,C10177,P20113,9,135.53,0.0,West,WA,Partner
O301145,2024-09-01,2024-09-04,C10333,P20044,1,172.57,0.1,Southwest,NM,Online
O301146,2024-03-16,2024-03-21,C10133,P20022,4,718.47,0.0,Southwest,NM,Partner
O301147,2025-07-30,2025-08-02,C10328,P20101,3,541.98,0.05,Northeast,NY,Partner
O301148,2023-01-11,2023-01-15,C10144,P20003,7,451.76,0.05,Northeast,MA,Online
O301149,2024-11-07,2024-11-09,C10102,P20152,4,91.94,0.0,South,FL,Online
O301150,2023-02-10,2023-02-16,C10051,P20138,3,533.66,0.0,Southwest,UT,In-Store
O301151,2023-02-11,2023-02-18,C10301,P20129,2,848.25,0.1,West,OR,Online
O301152,2023-09-30,2023-10-07,C10062,P20073,8,766.15,0.0,Midwest,IN,Online
O301153,2023-12-10,2023-12-17,C10212,P20173,10,569.97,0.05,Northeast,MA,In-Store
O301154,2025-10-03,2025-10-09,C10309,P20135,8,101.34,0.05,West,NV,In-Store
O301155,2025-02-16,2025-02-18,C10403,P20196,8,213.75,0.05,Southwest,NM,In-Store
O301156,2025-09-23,2025-09-30,C10192,P20174,9,269.98,0.15,Midwest,WI,Online
O301157,2024-03-30,2024-04-03,C10177,P20084,4,345.63,0.0,West,WA,In-Store
O301158,2024-01-19,2024-01-24,C10392,P20128,8,452.01,0.0,South,GA,Partner
O301159,2024-07-28,2024-08-02,C10205,P20139,1,485.18,0.05,Northeast,MA,Online
O301160,2023-04-30,2023-05-03,C10288,P20068,4,127.91,0.1,Midwest,IL,Online
O301161,2023-06-03,2023-06-05,C10335,P20109,5,439.23,0.05,Midwest,IN,Online
O301162,2024-02-26,2024-03-04,C10432,P20038,4,240.51,0.1,Midwest,IL,In-Store
O301163,2024-12-12,2024-12-17,C10042,P20043,5,131.2,0.05,West,OR,Online
O301164,2024-01-29,2024-02-05,C10483,P20103,5,649.63,0.0,South,FL,In-Store
O301165,2023-10-13,2023-10-20,C10261,P20176,2,61.83,0.1,Northeast,MA,In-Store
O301166,2024-11-10,2024-11-11,C10401,P20173,10,590.57,0.05,Southwest,UT,Online
O301167,2025-03-06,2025-03-07,C10064,P20031,10,204.15,0.0,West,CA,In-Store
O301168,2025-06-17,2025-06-18,C10437,P20178,9,245.13,0.0,West,NV,In-Store
O301169,2024-07-10,2024-07-13,C10310,P20157,6,16.7,0.05,South,FL,Online
O301170,2024-12-11,2024-12-13,C10280,P20036,8,127.42,0.0,Northeast,NY,Online
O301171,2025-12-19,2025-12-21,C10200,P20107,1,156.89,0.0,Northeast,PA,Online
O301172,2023-05-23,2023-05-25,C10305,P20118,5,156.33,0.0,Southwest,CO,Partner
O301173,2025-12-08,2025-12-11,C10061,P20130,2,69.71,0.0,Midwest,IN,Online
O301174,2023-02-11,2023-02-15,C10065,P20004,9,98.77,0.0,South,TX,Partner
O301175,2025-10-08,2025-10-14,C10014,P20160,1,253.78,0.0,South,NC,In-Store
O301176,2023-09-24,2023-10-01,C10091,P20051,1,573.19,0.2,Midwest,MI,Online
O301177,2023-05-20,2023-05-24,C10185,P20086,8,527.04,0.05,South,FL,In-Store
O301178,2023-07-25,2023-07-26,C10465,P20095,4,115.22,0.15,Northeast,NY,Online
O301179,2023-05-20,2023-05-23,C10491,P20162,8,393.53,0.0,Midwest,MI,In-Store
O301180,2024-09-16,2024-09-19,C10219,P20131,2,356.3,0.1,Northeast,NJ,Online
O301181,2023-06-13,2023-06-17,C10407,P20033,4,467.86,0.0,West,CA,Online
O301182,2024-06-28,2024-06-30,C10374,P20016,7,518.53,0.0,South,TN,Online
O301183,2023-02-12,2023-02-17,C10161,P20094,1,595.34,0.1,South,FL,Online
O301184,2023-04-09,2023-04-15,C10219,P20066,4,198.81,0.0,Northeast,NJ,Online
O301185,2024-08-04,2024-08-11,C10031,P20061,1,474.47,0.0,West,OR,In-Store
O301186,2025-01-09,2025-01-13,C10178,P20071,5,368.3,0.0,Southwest,AZ,Online
O301187,2024-02-02,2024-02-03,C10307,P20146,3,278.31,0.0,Northeast,CT,Online
O301188,2023-03-24,2023-03-26,C10298,P20082,8,66.28,0.1,Midwest,OH,In-Store
O301189,2023-01-10,2023-01-16,C10268,P20017,7,477.13,0.1,Southwest,AZ,In-Store
O301190,2025-02-01,2025-02-06,C10213,P20141,8,446.16,0.05,West,NV,In-Store
O301191,2024-03-29,2024-04-04,C10073,P20090,8,328.69,0.0,West,OR,Online
O301192,2024-06-22,2024-06-24,C10113,P20108,2,345.75,0.05,Midwest,WI,Online
O301193,2023-10-23,2023-10-25,C10420,P20197,7,416.83,0.0,Midwest,IL,In-Store
O301194,2023-04-20,2023-04-24,C10090,P20055,7,424.35,0.2,South,TX,In-Store
O301195,2025-04-03,2025-04-04,C10103,P20025,7,90.52,0.0,West,CA,In-Store
O301196,2023-01-17,2023-01-19,C10301,P20137,3,291.5,0.2,West,OR,Online
O301197,2025-03-06,2025-03-07,C10163,P20156,3,93.92,0.05,Southwest,UT,Online
O301198,2025-05-29,2025-06-05,C10465,P20112,3,164.86,0.1,Northeast,NY,In-Store
O301199,2024-10-10,2024-10-14,C10404,P20107,5,163.86,0.0,Southwest,UT,Online
O301200,2025-11-07,2025-11-09,C10216,P20184,8,86.4,0.1,Southwest,UT,Online
O301201,2023-01-26,2023-01-27,C10274,P20100,8,408.13,0.15,West,OR,In-Store
O301202,2024-01-14,2024-01-19,C10057,P20075,1,66.95,0.0,South,GA,In-Store
O301203,2025-05-17,2025-05-19,C10142,P20119,8,537.91,0.0,Northeast,NJ,Online
O301204,2025-04-04,2025-04-10,C10490,P20157,10,19.12,0.1,South,TN,Partner
O301205,2023-07-15,2023-07-21,C10074,P20110,10,147.81,0.05,Midwest,OH,Online
O301206,2025-07-18,2025-07-21,C10391,P20021,4,185.75,0.1,Southwest,CO,Online
O301207,2025-01-30,2025-01-31,C10338,P20005,2,111.36,0.0,Midwest,IN,In-Store
O301208,2023-01-21,2023-01-26,C10416,P20192,7,248.33,0.1,Northeast,CT,Partner
O301209,2024-03-04,2024-03-06,C10225,P20153,2,22.62,0.05,West,OR,Online
O301210,2023-11-22,2023-11-29,C10084,P20159,1,64.06,0.0,Southwest,NM,Online
O301211,2024-02-29,2024-03-07,C10134,P20023,9,231.8,0.0,South,NC,Online
O301212,2025-07-08,2025-07-11,C10399,P20193,5,467.8,0.05,Midwest,OH,In-Store
O301213,2023-01-18,2023-01-19,C10173,P20056,8,662.64,0.0,Midwest,WI,In-Store
O301214,2024-10-22,2024-10-24,C10195,P20004,4,105.85,0.15,South,NC,In-Store
O301215,2023-01-28,2023-01-30,C10251,P20053,5,332.65,0.0,Northeast,PA,In-Store
O301216,2024-08-06,2024-08-07,C10071,P20182,3,711.76,0.1,Northeast,CT,Online
O301217,2024-03-06,2024-03-10,C10372,P20138,2,493.33,0.0,Northeast,NY,Online
O301218,2023-04-03,2023-04-05,C10048,P20163,5,240.53,0.0,Midwest,MI,Partner
O301219,2023-09-19,2023-09-26,C10344,P20178,5,241.86,0.0,Midwest,MI,Online
O301220,2023-10-20,2023-10-24,C10198,P20157,3,17.81,0.0,Midwest,IL,Online
O301221,2024-08-09,2024-08-16,C10140,P20093,3,425.91,0.1,Southwest,UT,Online
O301222,2023-10-30,2023-10-31,C10346,P20020,1,437.18,0.0,Midwest,MI,In-Store
O301223,2025-11-20,2025-11-26,C10404,P20132,4,347.89,0.05,Southwest,UT,Online
O301224,2024-08-04,2024-08-11,C10345,P20174,7,300.88,0.0,West,WA,Online
O301225,2024-04-23,2024-04-26,C10069,P20122,10,300.11,0.0,West,WA,Online
O301226,2025-08-14,2025-08-20,C10264,P20034,5,381.38,0.1,South,FL,Online
O301227,2023-06-22,2023-06-24,C10028,P20013,3,435.66,0.0,Southwest,AZ,Partner
O301228,2025-03-02,2025-03-05,C10404,P20150,3,262.66,0.0,Southwest,UT,In-Store
O301229,2023-09-24,2023-10-01,C10012,P20127,4,180.79,0.05,Midwest,IL,Online
O301230,2025-10-25,2025-10-29,C10195,P20183,5,637.54,0.05,South,NC,In-Store
O301231,2024-03-03,2024-03-10,C10373,P20090,9,291.5,0.0,Midwest,WI,Online
O301232,2023-07-30,2023-08-06,C10458,P20186,8,568.08,0.05,Midwest,WI,In-Store
O301233,2024-11-30,2024-12-07,C10265,P20138,9,521.64,0.1,South,FL,Online
O301234,2023-03-19,2023-03-20,C10021,P20036,2,134.15,0.0,West,NV,Online
O301235,2024-02-05,2024-02-06,C10307,P20071,5,365.3,0.1,Northeast,CT,Online
O301236,2025-05-15,2025-05-20,C10337,P20129,8,764.28,0.0,South,GA,Online
O301237,2023-01-10,2023-01-16,C10496,P20148,8,304.28,0.05,Midwest,WI,In-Store
O301238,2025-01-27,2025-01-31,C10438,P20199,9,204.39,0.0,South,TX,Partner
O301239,2025-07-13,2025-07-15,C10086,P20167,7,211.25,0.1,Northeast,NY,In-Store
O301240,2023-10-14,2023-10-21,C10105,P20131,7,382.87,0.1,South,FL,Online
O301241,2025-04-13,2025-04-14,C10198,P20082,9,63.02,0.0,Midwest,IL,Online
O301242,2024-05-20,2024-05-23,C10412,P20021,1,180.56,0.0,Midwest,IN,Partner
O301243,2024-09-05,2024-09-12,C10330,P20185,4,69.77,0.0,South,NC,Online
O301244,2025-02-10,2025-02-15,C10168,P20135,1,93.01,0.0,South,GA,Online
O301245,2025-12-22,2025-12-27,C10199,P20043,4,124.62,0.05,Midwest,OH,Partner
O301246,2023-10-29,2023-11-04,C10369,P20048,4,225.38,0.2,West,OR,Online
O301247,2025-07-03,2025-07-10,C10422,P20128,9,459.59,0.0,Northeast,NY,In-Store
O301248,2024-02-09,2024-02-14,C10271,P20134,3,736.88,0.05,Midwest,MI,Online
O301249,2023-08-25,2023-08-26,C10417,P20033,4,505.7,0.05,South,TX,In-Store
O301250,2024-01-19,2024-01-25,C10073,P20035,5,281.94,0.0,West,OR,Online
O301251,2024-01-30,2024-02-05,C10453,P20099,2,304.37,0.0,Midwest,IL,Online
O301252,2024-10-16,2024-10-22,C10380,P20082,1,67.22,0.05,South,FL,Online
O301253,2023-05-25,2023-06-01,C10372,P20174,3,269.06,0.05,Northeast,NY,Online
O301254,2023-08-07,2023-08-11,C10110,P20168,3,286.13,0.05,West,WA,Online
O301255,2025-02-23,2025-02-28,C10460,P20044,8,192.95,0.0,West,OR,Online
O301256,2025-09-22,2025-09-25,C10493,P20073,7,779.34,0.0,Midwest,MI,Online
O301257,2024-04-19,2024-04-22,C10018,P20154,9,529.38,0.05,Midwest,OH,In-Store
O301258,2024-10-19,2024-10-24,C10398,P20131,3,405.7,0.0,Northeast,CT,In-Store
O301259,2025-11-15,2025-11-20,C10268,P20042,3,456.45,0.0,Southwest,AZ,In-Store
O301260,2023-02-16,2023-02-22,C10027,P20094,1,617.57,0.0,Midwest,MI,In-Store
O301261,2024-06-27,2024-07-03,C10280,P20181,7,301.61,0.0,Northeast,NY,Online
O301262,2025-02-07,2025-02-09,C10238,P20095,1,102.86,0.1,Southwest,CO,Online
O301263,2024-05-09,2024-05-10,C10337,P20198,4,366.39,0.0,South,GA,Online
O301264,2023-07-31,2023-08-07,C10355,P20073,8,846.64,0.0,South,TN,Online
O301265,2023-09-10,2023-09-12,C10368,P20085,5,425.88,0.15,Southwest,AZ,In-Store
O301266,2024-03-03,2024-03-07,C10265,P20093,3,410.07,0.0,South,FL,Online
O301267,2023-11-28,2023-11-30,C10339,P20140,2,170.76,0.0,Northeast,CT,Online
O301268,2025-11-20,2025-11-27,C10379,P20196,2,225.91,0.1,West,OR,Online
O301269,2024-04-12,2024-04-17,C10168,P20048,1,217.38,0.2,South,GA,In-Store
O301270,2024-06-10,2024-06-16,C10244,P20105,8,496.83,0.05,Northeast,NY,Online
O301271,2023-11-17,2023-11-24,C10429,P20133,6,525.95,0.0,South,FL,Online
O301272,2023-11-03,2023-11-05,C10162,P20073,3,795.77,0.0,Midwest,MI,Partner
O301273,2024-05-04,2024-05-07,C10020,P20085,4,405.94,0.1,Midwest,OH,In-Store
O301274,2023-10-06,2023-10-08,C10042,P20182,3,737.13,0.0,West,OR,Online
O301275,2023-04-30,2023-05-01,C10145,P20041,1,276.81,0.2,Midwest,IN,Partner
O301276,2025-03-02,2025-03-04,C10433,P20028,2,450.29,0.0,Northeast,NJ,In-Store
O301277,2023-02-23,2023-03-02,C10058,P20115,9,415.09,0.1,West,CA,In-Store
O301278,2025-10-14,2025-10-15,C10320,P20195,7,279.95,0.15,Southwest,UT,Online
O301279,2023-12-01,2023-12-04,C10354,P20023,4,234.86,0.1,South,FL,Partner
O301280,2025-09-10,2025-09-14,C10098,P20033,6,474.52,0.0,Northeast,CT,In-Store
O301281,2024-05-30,2024-06-06,C10108,P20132,4,362.87,0.1,Northeast,CT,Online
O301282,2024-09-30,2024-10-05,C10390,P20043,9,139.69,0.0,Midwest,IN,Online
O301283,2025-09-12,2025-09-14,C10441,P20096,4,571.98,0.2,Midwest,OH,Online
O301284,2023-08-28,2023-09-03,C10472,P20146,4,286.13,0.0,Southwest,UT,In-Store
O301285,2025-09-20,2025-09-23,C10132,P20066,9,200.05,0.1,South,TN,Partner
O301286,2025-02-10,2025-02-15,C10373,P20022,1,749.83,0.0,Midwest,WI,Online
O301287,2025-10-10,2025-10-14,C10219,P20048,10,237.44,0.0,Northeast,NJ,Online
O301288,2023-07-27,2023-07-28,C10028,P20115,7,389.18,0.0,Southwest,AZ,Online
O301289,2024-03-19,2024-03-20,C10188,P20140,9,171.43,0.0,Midwest,OH,Online
O301290,2025-04-18,2025-04-19,C10376,P20137,8,314.94,0.0,South,NC,In-Store
O301291,2024-02-08,2024-02-09,C10436,P20096,3,584.44,0.0,Northeast,NY,Online
O301292,2024-09-07,2024-09-14,C10219,P20160,6,253.25,0.0,Northeast,NJ,In-Store
O301293,2023-10-06,2023-10-13,C10032,P20131,6,364.35,0.15,South,FL,In-Store
O301294,2025-11-05,2025-11-11,C10199,P20102,2,193.83,0.0,Midwest,OH,Online
O301295,2025-01-12,2025-01-19,C10262,P20026,5,325.71,0.05,South,TN,Online
O301296,2025-08-16,2025-08-21,C10151,P20054,1,467.41,0.0,Midwest,IL,In-Store
O301297,2024-12-20,2024-12-22,C10180,P20029,9,439.59,0.05,Northeast,CT,In-Store
O301298,2023-07-17,2023-07-18,C10061,P20143,9,717.07,0.0,Midwest,IN,In-Store
O301299,2024-09-23,2024-09-24,C10072,P20147,4,140.08,0.05,Northeast,NY,Online
O301300,2024-04-13,2024-04-17,C10136,P20101,7,558.42,0.05,West,CA,Online
O301301,2025-12-12,2025-12-13,C10280,P20061,7,460.74,0.0,Northeast,NY,Online
O301302,2023-01-30,2023-02-04,C10011,P20042,6,467.0,0.0,Northeast,NJ,In-Store
O301303,2025-06-13,2025-06-20,C10028,P20052,8,73.31,0.15,Southwest,AZ,Online
O301304,2023-06-06,2023-06-13,C10125,P20182,6,659.85,0.2,Northeast,NY,Online
O301305,2024-01-03,2024-01-04,C10266,P20191,2,234.14,0.0,South,NC,Online
O301306,2023-02-10,2023-02-14,C10103,P20126,8,155.7,0.1,West,CA,Online
